,ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка
1820,331971,2024-03-17 07:00:38,user,круто спасбо всем!!!!!!!!!!!!!,2024-03-17 08:37:48,4
1822,331971,2024-03-17 07:00:38,user,а как?,2024-03-17 08:38:09,4
1828,331971,2024-03-17 07:00:38,user,Javaaaaaaaaaaaaaaa,2024-03-17 08:41:12,11
1829,331971,2024-03-17 07:00:38,user,ну юнити крч,2024-03-17 08:41:28,11
1830,331971,2024-03-17 07:00:38,user,платформа для игр,2024-03-17 08:41:44,11
1832,331971,2024-03-17 07:00:38,user,moy druq v unity iqru delayet,2024-03-17 08:42:49,11
1833,331971,2024-03-17 07:00:38,user,я хочу на Java,2024-03-17 08:42:50,11
1834,331971,2024-03-17 07:00:38,user,я видел призентацию,2024-03-17 08:43:13,6
1842,331971,2024-03-17 07:00:38,user,а вопрос а мы сейчас не джуниор?,2024-03-17 08:46:52,4
1847,331971,2024-03-17 07:00:38,user,a kak svezatsa s menedgarami?,2024-03-17 08:48:56,4
1863,331971,2024-03-17 07:00:38,user,https://discord.gg/jRVHak9u,2024-03-17 08:52:43,11
1868,331971,2024-03-17 07:00:38,user,а где,2024-03-17 08:56:10,4
1869,331971,2024-03-17 07:00:38,user,otsud vixodim?; 2024-03-17T08:56:30.919Z,2024-03-17 08:56:30,4
1873,332007,2024-03-03 08:04:28,user,не могу найти,2024-03-03 08:12:29,4
1874,332007,2024-03-03 08:04:28,user,"да, все работает",2024-03-03 08:40:27,6
1875,332007,2024-03-03 08:04:28,user,все работает,2024-03-03 09:06:14,6
1876,332007,2024-03-03 08:04:28,user,мне кажется что то странное выдает,2024-03-03 09:14:32,4
1877,332007,2024-03-03 08:04:28,user,тогда все хорошо,2024-03-03 09:15:18,6
1884,332007,2024-03-03 08:04:28,user,вопросов нет,2024-03-03 09:27:21,6
1886,332008,2024-03-10 07:59:28,user,я понял,2024-03-10 08:11:28,6
1887,332008,2024-03-10 07:59:28,user,у меня вопрос,2024-03-10 08:48:35,4
1888,332008,2024-03-10 07:59:28,user,если я делаю сайт на 40-ой урок то сайт на какую тему должен быть?,2024-03-10 08:49:01,4
1889,332008,2024-03-10 07:59:28,user,обо мне?,2024-03-10 08:49:28,4
1890,332008,2024-03-10 07:59:28,user,все понял,2024-03-10 08:49:36,6
1891,332008,2024-03-10 07:59:28,user,"все понятно, вопросов нет",2024-03-10 09:27:40,6
1893,332009,2024-03-17 07:58:56,user,то есть полностью новый код?,2024-03-17 08:03:56,11
1894,332009,2024-03-17 07:58:56,user,да вроде,2024-03-17 08:09:15,6
1899,332009,2024-03-17 07:58:56,user,сомневаюсь что кодить смогу,2024-03-17 08:16:21,4
1901,332009,2024-03-17 07:58:56,user,помощь нужна,2024-03-17 08:17:26,4
1902,332009,2024-03-17 07:58:56,user,забыл,2024-03-17 08:17:54,4
1903,332009,2024-03-17 07:58:56,user,да начал,2024-03-17 08:20:26,6
1904,332009,2024-03-17 07:58:56,user,а можно же сделать многостраничный сайт?,2024-03-17 08:20:47,4
1905,332009,2024-03-17 07:58:56,user,а сервер для меня и друзей или для сообщества,2024-03-17 08:22:44,4
1907,332009,2024-03-17 07:58:56,user,для иеня и доузей надо; 2024-03-17T08:23:28.475Z,2024-03-17 08:23:28,4
1908,332009,2024-03-17 07:58:56,user,готов,2024-03-17 08:25:23,6
1909,332009,2024-03-17 07:58:56,user,у меня нет доступа к нему,2024-03-17 08:27:47,4
1911,332009,2024-03-17 07:58:56,user,с прошлого урока,2024-03-17 08:27:58,4
1912,332009,2024-03-17 07:58:56,user,можете напомнить где мне токен взять ?,2024-03-17 08:30:39,4
1913,332009,2024-03-17 07:58:56,user,мне сразу в реплите писать?,2024-03-17 08:32:14,4
1914,332009,2024-03-17 07:58:56,user,"import asyncio
import random

import discord
import requests
from random import randint
import sqlite3
from py_cord_components import PycordComponents, Button, ButtonStyle

TOKEN = ""MTIwMzYxNjQ4MjMwNzczNTU3Mw.GUx2cD.1mylSLGi33fZV26gGlAFhvFUhEolxNknXobqTc""  # str
API_KEY = ""OAKL8ODsMw1RVGdlPJqjeat3DKqvrp6S""
GIF_CHANNEL_ID = 1211230392648990720
GAME_CHANNEL_ID = 1213770942778449921
BOT_CHANNEL_ID = 1216299002874822708
SERVER_ID = 1203614777973415987
roles = {}",2024-03-17 08:36:39,11
1915,332009,2024-03-17 07:58:56,user,мне это в начале писать ?,2024-03-17 08:36:45,4
1916,332009,2024-03-17 07:58:56,user,понял\,2024-03-17 08:37:18,6
1918,332009,2024-03-17 07:58:56,user,"def check Caps(text):
count Big Letters = 0
for i in text:
if i.isupper():
count Big Letters += 1
if count Big Letters > len(text) // 2:
return True
return False",2024-03-17 08:41:11,11
1919,332009,2024-03-17 07:58:56,user,как это записать,2024-03-17 08:41:20,4
1920,332009,2024-03-17 07:58:56,user,я вот об этих пробелах говорил,2024-03-17 08:41:50,4
1923,332009,2024-03-17 07:58:56,user,вопрос,2024-03-17 08:51:20,4
1924,332009,2024-03-17 07:58:56,user,то не так с этим кодом,2024-03-17 08:51:25,4
1925,332009,2024-03-17 07:58:56,user,"emb = discord.Embed(title=""Нарушение правил чата"", color=discord.Color.red())
  emb.set_author(name=author.name, icon_url=author.avatar_url)
  emb.add_field(name=""Бан пользователя"", value=f'Пользователь' {author.mention} был забанен')
  emb.set_footer(text=f'Причина бана: {reason}')
  return emb",2024-03-17 08:51:27,11
1926,332009,2024-03-17 07:58:56,user,а то у меня светиться половина,2024-03-17 08:51:37,4
1927,332009,2024-03-17 07:58:56,user,а у меня же так и должна половина кода оранжевой линией подчеркиваться ?,2024-03-17 08:54:00,4
1928,332009,2024-03-17 07:58:56,user,а мне до какого слайд делать?,2024-03-17 08:55:49,4
1929,332009,2024-03-17 07:58:56,user,опять все красное,2024-03-17 09:00:55,4
1931,332009,2024-03-17 07:58:56,user,а на презентации 11 слайд и 15 повторяются ?,2024-03-17 09:10:29,4
1932,332009,2024-03-17 07:58:56,user,это тоже в 16 слайд надо,2024-03-17 09:14:41,4
1933,332009,2024-03-17 07:58:56,user,"а 18 слайд просто вот так написать :  if message.content == (""Привет бот!""):
    await message.channel.send(f'Привет, {message.author.mention}!')",2024-03-17 09:19:04,11
1934,332009,2024-03-17 07:58:56,user,вроде,2024-03-17 09:19:42,6
1935,332009,2024-03-17 07:58:56,user,а у await нету пробелов?,2024-03-17 09:19:58,4
1937,332009,2024-03-17 07:58:56,user,не услышал,2024-03-17 09:20:48,4
1938,332009,2024-03-17 07:58:56,user,у меня просьба такая,2024-03-17 09:22:11,4
1939,332009,2024-03-17 07:58:56,user,можете код с 20 стр скинуть а то я не успею написать до конца урока,2024-03-17 09:22:31,4
1940,332009,2024-03-17 07:58:56,user,если у впс есть,2024-03-17 09:22:43,4
1949,332052,2024-03-09 12:50:43,user,у меня вообще нечего не сделано,2024-03-09 14:09:22,9
1950,332052,2024-03-09 12:50:43,user,я не понял,2024-03-09 14:09:27,4
1951,332052,2024-03-09 12:50:43,user,я еще с прошлого уроке не сделал нечего,2024-03-09 14:09:47,9
1952,332052,2024-03-09 12:50:43,user,меня на уроках последних не было я еще не все уроки посмотрел; 2024-03-09T14:10:03.410Z,2024-03-09 14:10:03,9
1954,332052,2024-03-09 12:50:43,user,мб если пойму,2024-03-09 14:10:12,4
1955,332052,2024-03-09 12:50:43,user,https://discord.gg/6UgdbXue; 2024-03-09T14:12:15.886Z,2024-03-09 14:12:15,18
1960,332053,2024-03-16 12:55:09,user,а как вернутся обратно?; 2024-03-16T13:32:33.868Z,2024-03-16 13:32:33,4
1961,332053,2024-03-16 13:34:27,user,у меня интернет не грузит,2024-03-16 13:36:34,10
1962,332053,2024-03-16 13:34:27,user,плохо ловит; 2024-03-16T13:36:40.756Z,2024-03-16 13:36:40,10
1963,332053,2024-03-16 13:48:30,user,https://discord.gg/x3VB9zue,2024-03-16 14:02:46,18
1964,332053,2024-03-16 13:48:30,user,https://discord.gg/5mgd8efR,2024-03-16 14:21:15,11
1966,332054,2024-03-23 12:52:10,user,чат бот,2024-03-23 13:05:06,10
1967,332054,2024-03-23 12:52:10,user,"у меня чат бот для дискорда, помощник по школе",2024-03-23 13:05:48,11
1969,332054,2024-03-23 12:52:10,user,я могу у друга на след урок взять,2024-03-23 13:06:45,10
1972,332054,2024-03-23 12:52:10,user,а у меня на ноутбуке нету телеграмма; 2024-03-23T13:18:32.452Z,2024-03-23 13:18:32,10
1981,332054,2024-03-23 13:21:40,user,https://discord.gg/HFGHrMYC,2024-03-23 13:30:58,18
1988,332054,2024-03-23 13:21:43,user,https://replit.com/join/kxjbtbgnko-milin1564; 2024-03-23T13:23:04.466Z,2024-03-23 13:23:04,18
1992,332054,2024-03-23 13:21:43,user,https://drive.google.com/drive/folders/18FRprP6rHbAyz73XrCLMuTI_8531W2qA?usp=sharing; 2024-03-23T13:37:28.821Z,2024-03-23 13:37:28,18
1998,332054,2024-03-23 13:56:06,user,https://discord.com/oauth2/authorize?client_id=1221096202854989895&permissions=8&scope=bot,2024-03-23 14:03:27,18
2000,332054,2024-03-23 13:56:06,user,дайте мне админку в дс,2024-03-23 14:03:51,10
